run_id,month_start,step_key,label,source_system,status,exit_code,source_run_id,report_path,notes
monthly_kpi_fact_ingestion_2026-04-01_6367da82,2026-04-01,yandex_metrica_tracked_purchase_visits_monthly,Yandex Metrica tracked purchase visits monthly,yandex_metrica,success,0,yandex_metrica_tracked_purchase_visits_monthly_v1,/Users/Peter/Documents/Morpheus Metrics/generated/yandex_metrica_tracked_purchase_visits_monthly_to_fact_import_report.csv,Monthly purchase-converted visits by channel and performance revenue from Yandex Metrica goals.
monthly_kpi_fact_ingestion_2026-04-01_6367da82,2026-04-01,yandex_direct_monthly,Yandex Direct monthly,yandex_direct,success,0,yandex_direct_monthly_v1,/Users/Peter/Documents/Morpheus Metrics/generated/yandex_direct_monthly_to_fact_import_report.csv,Primary monthly marketing costs from Yandex Direct; revenue is sourced from Yandex Metrica.
