status,period_start,source_row_number,source_business_unit,source_label,canonical_metric,business_unit,show,channel,agent,cell_a1,value_raw,value_numeric,reason
skipped,2020-03-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,E59,,,blank_or_non_numeric
skipped,2020-04-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,F59,,,blank_or_non_numeric
skipped,2020-05-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,G59,,,blank_or_non_numeric
skipped,2020-06-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,H59,,,blank_or_non_numeric
skipped,2020-07-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,I59,,,blank_or_non_numeric
skipped,2020-08-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,J59,,,blank_or_non_numeric
skipped,2020-09-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,K59,,,blank_or_non_numeric
skipped,2020-10-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,L59,,,blank_or_non_numeric
skipped,2020-11-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,M59,,,blank_or_non_numeric
skipped,2020-12-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,N59,,,blank_or_non_numeric
skipped,2021-01-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,O59,,,blank_or_non_numeric
skipped,2021-02-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,P59,,,blank_or_non_numeric
skipped,2021-03-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,Q59,,,blank_or_non_numeric
skipped,2021-04-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,R59,,,blank_or_non_numeric
skipped,2021-05-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,S59,,,blank_or_non_numeric
skipped,2021-06-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,T59,,,blank_or_non_numeric
skipped,2021-07-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,U59,,,blank_or_non_numeric
skipped,2021-08-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,V59,,,blank_or_non_numeric
skipped,2021-09-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,W59,,,blank_or_non_numeric
skipped,2021-10-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,X59,,,blank_or_non_numeric
skipped,2021-11-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,Y59,,,blank_or_non_numeric
skipped,2021-12-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,Z59,,,blank_or_non_numeric
skipped,2022-01-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AA59,,,blank_or_non_numeric
skipped,2022-02-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AB59,,,blank_or_non_numeric
skipped,2022-03-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AC59,,,blank_or_non_numeric
skipped,2022-04-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AD59,,,blank_or_non_numeric
skipped,2022-05-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AE59,,,blank_or_non_numeric
skipped,2022-06-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AF59,,,blank_or_non_numeric
skipped,2022-07-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AG59,,,blank_or_non_numeric
skipped,2022-08-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AH59,,,blank_or_non_numeric
skipped,2022-09-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AI59,,,blank_or_non_numeric
skipped,2022-10-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AJ59,,,blank_or_non_numeric
skipped,2022-11-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AK59,,,blank_or_non_numeric
skipped,2022-12-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AL59,,,blank_or_non_numeric
skipped,2023-01-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AM59,,,blank_or_non_numeric
skipped,2023-02-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AN59,,,blank_or_non_numeric
skipped,2023-03-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AO59,,,blank_or_non_numeric
aggregated,2023-04-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AP59,495 075,495075,
skipped,2023-05-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AQ59,,,blank_or_non_numeric
skipped,2023-06-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AR59,,,blank_or_non_numeric
skipped,2023-07-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AS59,,,blank_or_non_numeric
skipped,2023-08-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AT59,,,blank_or_non_numeric
aggregated,2023-09-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AU59,58 500,58500,
aggregated,2023-10-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AV59,122 000,122000,
skipped,2023-11-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AW59,,,blank_or_non_numeric
skipped,2023-12-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AX59,,,blank_or_non_numeric
skipped,2024-01-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AY59,,,blank_or_non_numeric
skipped,2024-02-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,AZ59,,,blank_or_non_numeric
aggregated,2024-03-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BA59,89 500,89500,
skipped,2024-04-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BB59,,,blank_or_non_numeric
aggregated,2024-05-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BC59,48 000,48000,
skipped,2024-06-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BD59,,,blank_or_non_numeric
skipped,2024-07-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BE59,,,blank_or_non_numeric
skipped,2024-08-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BF59,,,blank_or_non_numeric
skipped,2024-09-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BG59,,,blank_or_non_numeric
skipped,2024-10-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BH59,,,blank_or_non_numeric
aggregated,2024-11-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BI59,413 000,413000,
aggregated,2024-12-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BJ59,980 000,980000,
aggregated,2025-01-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BK59,63 000,63000,
skipped,2025-02-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BL59,,,blank_or_non_numeric
aggregated,2025-03-01,59,B2B,Спецпроекты_разные услуги,Other expenses,b2b,general,general,general,BM59,1 328 000,1328000,
skipped,2020-01-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,C60,,,blank_or_non_numeric
skipped,2020-02-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,D60,,,blank_or_non_numeric
skipped,2020-03-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,E60,,,blank_or_non_numeric
skipped,2020-04-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,F60,,,blank_or_non_numeric
skipped,2020-05-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,G60,,,blank_or_non_numeric
skipped,2020-06-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,H60,,,blank_or_non_numeric
skipped,2020-07-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,I60,,,blank_or_non_numeric
skipped,2020-08-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,J60,,,blank_or_non_numeric
skipped,2020-09-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,K60,,,blank_or_non_numeric
skipped,2020-10-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,L60,,,blank_or_non_numeric
skipped,2020-11-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,M60,,,blank_or_non_numeric
skipped,2020-12-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,N60,,,blank_or_non_numeric
skipped,2021-01-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,O60,,,blank_or_non_numeric
skipped,2021-02-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,P60,,,blank_or_non_numeric
skipped,2021-03-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,Q60,,,blank_or_non_numeric
skipped,2021-04-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,R60,,,blank_or_non_numeric
skipped,2021-05-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,S60,,,blank_or_non_numeric
skipped,2021-06-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,T60,,,blank_or_non_numeric
skipped,2021-07-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,U60,,,blank_or_non_numeric
skipped,2021-08-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,V60,,,blank_or_non_numeric
skipped,2021-09-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,W60,,,blank_or_non_numeric
skipped,2021-10-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,X60,,,blank_or_non_numeric
skipped,2021-11-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,Y60,,,blank_or_non_numeric
skipped,2021-12-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,Z60,,,blank_or_non_numeric
skipped,2022-01-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AA60,,,blank_or_non_numeric
skipped,2022-02-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AB60,,,blank_or_non_numeric
skipped,2022-03-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AC60,,,blank_or_non_numeric
skipped,2022-04-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AD60,,,blank_or_non_numeric
skipped,2022-05-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AE60,,,blank_or_non_numeric
skipped,2022-06-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AF60,,,blank_or_non_numeric
skipped,2022-07-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AG60,,,blank_or_non_numeric
skipped,2022-08-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AH60,,,blank_or_non_numeric
skipped,2022-09-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AI60,,,blank_or_non_numeric
skipped,2022-10-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AJ60,,,blank_or_non_numeric
skipped,2022-11-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AK60,,,blank_or_non_numeric
skipped,2022-12-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AL60,,,blank_or_non_numeric
skipped,2023-01-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AM60,,,blank_or_non_numeric
skipped,2023-02-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AN60,,,blank_or_non_numeric
skipped,2023-03-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AO60,,,blank_or_non_numeric
skipped,2023-04-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AP60,,,blank_or_non_numeric
skipped,2023-05-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AQ60,,,blank_or_non_numeric
aggregated,2023-06-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AR60,17 900,17900,
aggregated,2023-07-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AS60,10 700,10700,
skipped,2023-08-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AT60,,,blank_or_non_numeric
aggregated,2023-09-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AU60,7 600,7600,
aggregated,2023-10-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AV60,3 500,3500,
skipped,2023-11-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AW60,,,blank_or_non_numeric
skipped,2023-12-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AX60,,,blank_or_non_numeric
skipped,2024-01-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AY60,,,blank_or_non_numeric
skipped,2024-02-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,AZ60,,,blank_or_non_numeric
skipped,2024-03-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BA60,,,blank_or_non_numeric
skipped,2024-04-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BB60,,,blank_or_non_numeric
skipped,2024-05-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BC60,,,blank_or_non_numeric
skipped,2024-06-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BD60,,,blank_or_non_numeric
skipped,2024-07-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BE60,,,blank_or_non_numeric
skipped,2024-08-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BF60,,,blank_or_non_numeric
skipped,2024-09-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BG60,,,blank_or_non_numeric
skipped,2024-10-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BH60,,,blank_or_non_numeric
skipped,2024-11-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BI60,,,blank_or_non_numeric
skipped,2024-12-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BJ60,,,blank_or_non_numeric
skipped,2025-01-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BK60,,,blank_or_non_numeric
skipped,2025-02-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BL60,,,blank_or_non_numeric
skipped,2025-03-01,60,B2B,Спецпроекты_классический репуртуар_з/п актеров,Costs - Salary variable,b2b,general,general,general,BM60,,,blank_or_non_numeric
skipped,2020-01-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,C61,,,blank_or_non_numeric
skipped,2020-02-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,D61,,,blank_or_non_numeric
skipped,2020-03-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,E61,,,blank_or_non_numeric
skipped,2020-04-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,F61,,,blank_or_non_numeric
skipped,2020-05-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,G61,,,blank_or_non_numeric
skipped,2020-06-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,H61,,,blank_or_non_numeric
skipped,2020-07-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,I61,,,blank_or_non_numeric
skipped,2020-08-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,J61,,,blank_or_non_numeric
skipped,2020-09-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,K61,,,blank_or_non_numeric
skipped,2020-10-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,L61,,,blank_or_non_numeric
skipped,2020-11-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,M61,,,blank_or_non_numeric
skipped,2020-12-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,N61,,,blank_or_non_numeric
skipped,2021-01-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,O61,,,blank_or_non_numeric
skipped,2021-02-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,P61,,,blank_or_non_numeric
skipped,2021-03-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,Q61,,,blank_or_non_numeric
skipped,2021-04-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,R61,,,blank_or_non_numeric
skipped,2021-05-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,S61,,,blank_or_non_numeric
skipped,2021-06-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,T61,,,blank_or_non_numeric
skipped,2021-07-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,U61,,,blank_or_non_numeric
skipped,2021-08-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,V61,,,blank_or_non_numeric
skipped,2021-09-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,W61,,,blank_or_non_numeric
skipped,2021-10-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,X61,,,blank_or_non_numeric
skipped,2021-11-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,Y61,,,blank_or_non_numeric
skipped,2021-12-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,Z61,,,blank_or_non_numeric
skipped,2022-01-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AA61,,,blank_or_non_numeric
skipped,2022-02-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AB61,,,blank_or_non_numeric
skipped,2022-03-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AC61,,,blank_or_non_numeric
skipped,2022-04-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AD61,,,blank_or_non_numeric
skipped,2022-05-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AE61,,,blank_or_non_numeric
skipped,2022-06-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AF61,,,blank_or_non_numeric
skipped,2022-07-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AG61,,,blank_or_non_numeric
skipped,2022-08-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AH61,,,blank_or_non_numeric
skipped,2022-09-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AI61,,,blank_or_non_numeric
skipped,2022-10-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AJ61,,,blank_or_non_numeric
skipped,2022-11-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AK61,,,blank_or_non_numeric
skipped,2022-12-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AL61,,,blank_or_non_numeric
skipped,2023-01-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AM61,,,blank_or_non_numeric
aggregated,2023-02-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AN61,9 750,9750,
aggregated,2023-03-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AO61,10 500,10500,
aggregated,2023-04-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AP61,20 150,20150,
skipped,2023-05-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AQ61,,,blank_or_non_numeric
aggregated,2023-06-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AR61,30 650,30650,
skipped,2023-07-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AS61,,,blank_or_non_numeric
aggregated,2023-08-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AT61,10 250,10250,
skipped,2023-09-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AU61,,,blank_or_non_numeric
skipped,2023-10-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AV61,,,blank_or_non_numeric
skipped,2023-11-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AW61,,,blank_or_non_numeric
aggregated,2023-12-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AX61,19 000,19000,
skipped,2024-01-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AY61,,,blank_or_non_numeric
skipped,2024-02-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,AZ61,,,blank_or_non_numeric
skipped,2024-03-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BA61,,,blank_or_non_numeric
skipped,2024-04-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BB61,,,blank_or_non_numeric
skipped,2024-05-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BC61,,,blank_or_non_numeric
skipped,2024-06-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BD61,,,blank_or_non_numeric
skipped,2024-07-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BE61,,,blank_or_non_numeric
skipped,2024-08-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BF61,,,blank_or_non_numeric
skipped,2024-09-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BG61,,,blank_or_non_numeric
skipped,2024-10-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BH61,,,blank_or_non_numeric
skipped,2024-11-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BI61,,,blank_or_non_numeric
skipped,2024-12-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BJ61,,,blank_or_non_numeric
skipped,2025-01-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BK61,,,blank_or_non_numeric
skipped,2025-02-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BL61,,,blank_or_non_numeric
skipped,2025-03-01,61,B2B,Спецпроекты_СД_з/п актеров,Costs - Salary variable,b2b,SD,general,general,BM61,,,blank_or_non_numeric
skipped,2020-01-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,C62,,,blank_or_non_numeric
skipped,2020-02-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,D62,,,blank_or_non_numeric
skipped,2020-03-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,E62,,,blank_or_non_numeric
skipped,2020-04-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,F62,,,blank_or_non_numeric
skipped,2020-05-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,G62,,,blank_or_non_numeric
skipped,2020-06-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,H62,,,blank_or_non_numeric
skipped,2020-07-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,I62,,,blank_or_non_numeric
skipped,2020-08-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,J62,,,blank_or_non_numeric
skipped,2020-09-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,K62,,,blank_or_non_numeric
skipped,2020-10-01,62,B2B,Другие затраты_Спецпроекты СД,Show production costs,b2b,sd,general,general,L62,,,blank_or_non_numeric
