workbook,business_unit,status,source_row_number,source_label,month_label,metric_name,value_raw,value_numeric,reason
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,6,Выручка,янв 26,Revenue,13158310,13158310.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,7,Корректировка неучтенного,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,8,Другие продажи,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,9,Франшиза,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,10,Паушалка,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,11,Роялти,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,12,Продажа билетов B2C,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,13,Организация мероприятий (B2B),мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,авг 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,сен 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,окт 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,ноя 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,дек 25,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,янв 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,фев 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,14,Нераспределенный доход,мар 26,,,,revenue_child_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,15,Переменные расходы,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,16,Инвестиции,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,17,ПЕРЕЕЗД,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,18,Техника,янв 26,Cost article - Техника,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,19,Свет/Мебель/Предметы интерьера,янв 26,Cost article - Свет/Мебель/Предметы интерьера,118807,118807.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,20,Ремонт/Стройка/Стройматериалы,янв 26,Cost article - Ремонт/Стройка/Стройматериалы,1162286,1162286.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,21,ФОТ - Переменные,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,22,Другое ФОТ,янв 26,Cost article - Другое ФОТ,72500,72500.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,23,IT ФОТ,янв 26,Cost article - IT ФОТ,99756,99756.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,24,Актёры ФОТ,янв 26,Cost article - Актёры ФОТ,2943100,2943100.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,25,ПРЕМИИ 2025,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,26,Премии управленч персонал,янв 26,Cost article - Премии управленч персонал,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,27,Премии административный персонал,янв 26,Cost article - Премии административный персонал,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,28,Премии актёры,янв 26,Cost article - Премии актёры,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,29,Корпоративы ЗП проектные,янв 26,Costs - Salary variable,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,30,Другое,янв 26,Cost article - Другое,208566,208566.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,31,Расходы на B2B (продакшн),янв 26,Show production costs,1975271,1975271.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,32,Возвраты,янв 26,Returns amount,24800,24800.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,33,Для спектаклей,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,34,Тех оснащение,янв 26,Cost article - Тех оснащение,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,35,Реквизит/костюмы,янв 26,Cost article - Реквизит/костюмы,98150,98150.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,36,Маркетинг и реклама,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,37,Маркетинг и реклама - Услуги типографии,янв 26,Marketing costs,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,38,Маркетинг и реклама - Агентские,янв 26,Marketing costs,537240,537240.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,39,Логистика,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,40,Такси,янв 26,Cost article - Такси,1656,1656.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,41,Доставка,янв 26,Cost article - Доставка,12014,12014.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,42,Разные налоги и взносы,янв 26,Cost article - Разные налоги и взносы,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,43,Постоянные расходы,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,44,ФОТ - Постоянные,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,45,Управленческий персонал ФОТ,янв 26,Cost article - Управленческий персонал ФОТ,626667,626667.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,46,Административный персонал ФОТ,янв 26,Cost article - Административный персонал ФОТ,262425,262425.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,47,Корпоративы фикс,янв 26,Cost article - Корпоративы фикс,340000,340000.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,48,Помещение и офис,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,49,Уборка,янв 26,Cost article - Уборка,53400,53400.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,50,Мебель и предметы интерьера,янв 26,Cost article - Мебель и предметы интерьера,-,0.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,51,Ремонт и обслуживание,янв 26,Cost article - Ремонт и обслуживание,46376,46376.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,52,Расходники (офисные),янв 26,Cost article - Расходники (офисные),112081,112081.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,53,Ежемесячные счета,янв 26,Cost article - Ежемесячные счета,41989,41989.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,54,Аренда и коммуналка,янв 26,Cost article - Аренда и коммуналка,804821,804821.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,55,Сервисы и их настройка,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,56,КОМИССИИ БАНКОВ,янв 26,Cost article - КОМИССИИ БАНКОВ,23472,23472.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,inserted,57,Отсмотр видео,янв 26,Cost article - Отсмотр видео,24100,24100.0,
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,58,Командировочные,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,авг 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,сен 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,окт 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,ноя 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,дек 25,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,янв 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,фев 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,59,Операционная прибыль,мар 26,,,,subtotal_or_result_row_skipped
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,авг 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,сен 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,окт 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,ноя 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,дек 25,,,,calculated_row
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,янв 26,,,,calculated_row
Отчет о прибылях и убытках по периоду (5).xlsx,total,skipped,60,Операционная рентабельность,фев 26,,,,calculated_row
