status,business_unit,period_start,canonical_metric,show_name,partner_name,channel_name,value_numeric,reason,rollup_source_system
inserted,b2c_spb,2026-04-01,Fixed costs,,,,641888,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2023-04-01,Fixed costs,,,,12000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2023-08-01,Fixed costs,,,,6000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2024-01-01,Fixed costs,,,,15000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2024-03-01,Fixed costs,,,,20000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2024-09-01,Fixed costs,,,,24000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2024-11-01,Fixed costs,,,,12000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2024-12-01,Fixed costs,,,,176750,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2025-06-01,Fixed costs,,,,6000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2025-08-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2025-09-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2025-10-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2025-11-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2025-12-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2026-01-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2026-02-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2026-03-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,franchise,2026-04-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2025-07-01,Fixed costs,,,,810000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2025-08-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2025-09-01,Fixed costs,,,,285000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2025-10-01,Fixed costs,,,,271950,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2025-11-01,Fixed costs,,,,285000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2025-12-01,Fixed costs,,,,285000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2026-01-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2026-02-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2026-03-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,general,2026-04-01,Fixed costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-01-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-02-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-03-01,Investment costs,,,,6500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-04-01,Investment costs,,,,34708,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-05-01,Investment costs,,,,9000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-06-01,Investment costs,,,,25200,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-07-01,Investment costs,,,,32615,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-08-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-09-01,Investment costs,,,,1000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-10-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-11-01,Investment costs,,,,78985,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-12-01,Investment costs,,,,104400,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-02-01,Investment costs,,,,161104,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-03-01,Investment costs,,,,45883,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-04-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-05-01,Investment costs,,,,129600,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-06-01,Investment costs,,,,114332,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-07-01,Investment costs,,,,3450,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-08-01,Investment costs,,,,134344,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-09-01,Investment costs,,,,37770,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-10-01,Investment costs,,,,55370,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-11-01,Investment costs,,,,12600,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-12-01,Investment costs,,,,57386,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-01-01,Investment costs,,,,88579,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-02-01,Investment costs,,,,46687,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-03-01,Investment costs,,,,16000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-04-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-05-01,Investment costs,,,,58200,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-06-01,Investment costs,,,,54459,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-07-01,Investment costs,,,,98910,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-08-01,Investment costs,,,,60370,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-09-01,Investment costs,,,,62000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-10-01,Investment costs,,,,126541,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-11-01,Investment costs,,,,46235,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-12-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-01-01,Investment costs,,,,97146,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-02-01,Investment costs,,,,192042,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-03-01,Investment costs,,,,100472,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-04-01,Investment costs,,,,29127,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-05-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-06-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-07-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-08-01,Investment costs,,,,99799,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-09-01,Investment costs,,,,211384,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-10-01,Investment costs,,,,200953,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-11-01,Investment costs,,,,209853,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-12-01,Investment costs,,,,247557,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-01-01,Investment costs,,,,178672,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-02-01,Investment costs,,,,275913,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-03-01,Investment costs,,,,172635,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-04-01,Investment costs,,,,78303,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-05-01,Investment costs,,,,91598,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-06-01,Investment costs,,,,172241,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-07-01,Investment costs,,,,354274,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-08-01,Investment costs,,,,469085,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-09-01,Investment costs,,,,479524,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-10-01,Investment costs,,,,346534,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-11-01,Investment costs,,,,220886,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2024-12-01,Investment costs,,,,74700,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-01-01,Investment costs,,,,75000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-02-01,Investment costs,,,,84250,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-03-01,Investment costs,,,,25000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-04-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-05-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-06-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-08-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-09-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-10-01,Investment costs,,,,1465932,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-11-01,Investment costs,,,,2741566,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2025-12-01,Investment costs,,,,2394147,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2026-01-01,Investment costs,,,,1281093,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2026-02-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2026-03-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2026-04-01,Investment costs,,,,91700,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-03-01,Investment costs,,,,470582,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-04-01,Investment costs,,,,1385917,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-05-01,Investment costs,,,,2303910,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-06-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-07-01,Investment costs,,,,83794,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-08-01,Investment costs,,,,76000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-09-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-10-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-11-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2024-12-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2025-01-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2025-04-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2025-05-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2025-06-01,Investment costs,,,,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_spb,2026-04-01,Investment costs,,,,251295,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2025-04-01,Marketing costs,,,pr,183778,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2026-04-01,Marketing costs,,,direct,15510,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-01-01,Marketing costs,,,perfomance,45000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-01-01,Marketing costs,,,social,115000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-02-01,Marketing costs,,,perfomance,55000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-02-01,Marketing costs,,,social,122500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-03-01,Marketing costs,,,perfomance,55000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-03-01,Marketing costs,,,social,135000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-04-01,Marketing costs,,,perfomance,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-04-01,Marketing costs,,,social,109165,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-05-01,Marketing costs,,,perfomance,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-05-01,Marketing costs,,,pr,15000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-05-01,Marketing costs,,,social,116078,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-06-01,Marketing costs,,,pr,6000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-06-01,Marketing costs,,,social,76712,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-07-01,Marketing costs,,,social,83956,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-08-01,Marketing costs,,,pr,600,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-08-01,Marketing costs,,,social,96324,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-09-01,Marketing costs,,,perfomance,45031,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-09-01,Marketing costs,,,pr,4500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-09-01,Marketing costs,,,social,122393,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-10-01,Marketing costs,,,perfomance,64762,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-10-01,Marketing costs,,,social,128060,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-11-01,Marketing costs,,,other,20100,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-11-01,Marketing costs,,,perfomance,9807,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-11-01,Marketing costs,,,pr,13000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-11-01,Marketing costs,,,social,112496,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-12-01,Marketing costs,,,other,12500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-12-01,Marketing costs,,,pr,18640,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2020-12-01,Marketing costs,,,social,182254,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-01-01,Marketing costs,,,social,144614,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-02-01,Marketing costs,,,other,12000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-02-01,Marketing costs,,,pr,41000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-02-01,Marketing costs,,,social,315008,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-03-01,Marketing costs,,,other,17000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-03-01,Marketing costs,,,perfomance,19858,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-03-01,Marketing costs,,,pr,26624,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-03-01,Marketing costs,,,social,243072,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-04-01,Marketing costs,,,perfomance,23132,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-04-01,Marketing costs,,,pr,58555,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-04-01,Marketing costs,,,social,181474,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-05-01,Marketing costs,,,perfomance,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-05-01,Marketing costs,,,pr,25064,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-05-01,Marketing costs,,,social,116752,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-06-01,Marketing costs,,,other,91103,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-06-01,Marketing costs,,,perfomance,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-06-01,Marketing costs,,,pr,20000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-06-01,Marketing costs,,,social,64065,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-07-01,Marketing costs,,,other,34000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-07-01,Marketing costs,,,perfomance,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-07-01,Marketing costs,,,social,110266,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-08-01,Marketing costs,,,other,7100,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-08-01,Marketing costs,,,social,128157,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-09-01,Marketing costs,,,other,22200,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-09-01,Marketing costs,,,perfomance,0,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-09-01,Marketing costs,,,social,142171,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-10-01,Marketing costs,,,other,4500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-10-01,Marketing costs,,,social,160227,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-11-01,Marketing costs,,,other,2800,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-11-01,Marketing costs,,,social,254655,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-12-01,Marketing costs,,,other,3100,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-12-01,Marketing costs,,,perfomance,51096,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2021-12-01,Marketing costs,,,social,266727,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-01-01,Marketing costs,,,other,54900,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-01-01,Marketing costs,,,perfomance,147532,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-01-01,Marketing costs,,,pr,185400,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-01-01,Marketing costs,,,social,172700,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-02-01,Marketing costs,,,perfomance,179370,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-02-01,Marketing costs,,,social,177475,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-03-01,Marketing costs,,,other,6750,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-03-01,Marketing costs,,,perfomance,99317,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-03-01,Marketing costs,,,pr,17900,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-03-01,Marketing costs,,,social,101359,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-04-01,Marketing costs,,,other,950,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-04-01,Marketing costs,,,perfomance,100697,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-04-01,Marketing costs,,,pr,58160,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-04-01,Marketing costs,,,social,81748,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-05-01,Marketing costs,,,other,1000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-05-01,Marketing costs,,,perfomance,45287,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-05-01,Marketing costs,,,pr,98800,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-05-01,Marketing costs,,,social,79520,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-06-01,Marketing costs,,,other,5250,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-06-01,Marketing costs,,,perfomance,38713,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-06-01,Marketing costs,,,pr,6500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-06-01,Marketing costs,,,social,75686,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-07-01,Marketing costs,,,other,9500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-07-01,Marketing costs,,,perfomance,66901,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-07-01,Marketing costs,,,pr,34000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-07-01,Marketing costs,,,social,62269,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-08-01,Marketing costs,,,other,11100,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-08-01,Marketing costs,,,perfomance,78430,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-08-01,Marketing costs,,,social,63057,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-09-01,Marketing costs,,,other,500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-09-01,Marketing costs,,,perfomance,64046,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-09-01,Marketing costs,,,pr,30000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-09-01,Marketing costs,,,social,25000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-10-01,Marketing costs,,,other,13500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-10-01,Marketing costs,,,perfomance,65447,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-10-01,Marketing costs,,,social,25000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-11-01,Marketing costs,,,other,48300,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-11-01,Marketing costs,,,perfomance,77499,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-11-01,Marketing costs,,,pr,28000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-11-01,Marketing costs,,,social,25000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-12-01,Marketing costs,,,other,22400,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-12-01,Marketing costs,,,perfomance,51197,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-12-01,Marketing costs,,,pr,9900,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2022-12-01,Marketing costs,,,social,25000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-01-01,Marketing costs,,,other,7750,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-01-01,Marketing costs,,,perfomance,55511,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-01-01,Marketing costs,,,pr,15000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-01-01,Marketing costs,,,social,25000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-02-01,Marketing costs,,,other,26780,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-02-01,Marketing costs,,,perfomance,88826,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-02-01,Marketing costs,,,pr,28500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-02-01,Marketing costs,,,social,26600,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-03-01,Marketing costs,,,other,23598,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-03-01,Marketing costs,,,perfomance,90632,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-03-01,Marketing costs,,,pr,70000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-03-01,Marketing costs,,,social,32000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-04-01,Marketing costs,,,perfomance,99401,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-04-01,Marketing costs,,,pr,70000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-04-01,Marketing costs,,,social,32000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-05-01,Marketing costs,,,other,61510,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-05-01,Marketing costs,,,perfomance,68205,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-05-01,Marketing costs,,,pr,70000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-05-01,Marketing costs,,,social,30000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-06-01,Marketing costs,,,perfomance,94412,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-06-01,Marketing costs,,,pr,40000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-06-01,Marketing costs,,,social,70000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-07-01,Marketing costs,,,other,28500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-07-01,Marketing costs,,,perfomance,49148,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2c_moscow,2023-07-01,Marketing costs,,,pr,122390,direct_from_rollup_view,derived_leaf_only_rollup
