status,business_unit,period_start,canonical_metric,show_name,partner_name,channel_name,value_numeric,reason,rollup_source_system
inserted,b2c_moscow,2021-11-01,Operating profit,,,,6573,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2021-12-01,Operating profit,Certificate,,,442420,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2021-12-01,Operating profit,,,,-192844,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-01-01,Operating profit,Certificate,,,208608,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-01-01,Operating profit,,,,52921,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-02-01,Operating profit,Certificate,,,248660,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-02-01,Operating profit,,,,369222,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-03-01,Operating profit,Certificate,,,217588,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-03-01,Operating profit,,,,326660,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-04-01,Operating profit,Certificate,,,131694,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-04-01,Operating profit,,,,126928,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-05-01,Operating profit,Certificate,,,156307,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-05-01,Operating profit,,,,89112,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-06-01,Operating profit,Certificate,,,140439,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-06-01,Operating profit,,,,230592,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-07-01,Operating profit,Certificate,,,123210,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-07-01,Operating profit,,,,253088,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-08-01,Operating profit,Certificate,,,149892,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-08-01,Operating profit,,,,315867,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-09-01,Operating profit,Certificate,,,138323,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-09-01,Operating profit,,,,191802,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-10-01,Operating profit,Certificate,,,93075,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-10-01,Operating profit,SD,,,68700,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-10-01,Operating profit,,,,27205,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-11-01,Operating profit,Certificate,,,252487,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-11-01,Operating profit,SD,,,134950,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-11-01,Operating profit,,,,291331,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-12-01,Operating profit,Certificate,,,460589,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-12-01,Operating profit,SD,,,295900,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2022-12-01,Operating profit,,,,-15428,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-01-01,Operating profit,Certificate,,,137490,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-01-01,Operating profit,SD,,,218670,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-01-01,Operating profit,,,,445664,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-02-01,Operating profit,Certificate,,,203571,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-02-01,Operating profit,SD,,,181630,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-02-01,Operating profit,,,,320701,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-03-01,Operating profit,Certificate,,,233331,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-03-01,Operating profit,SD,,,318920,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-03-01,Operating profit,,,,407608,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-04-01,Operating profit,Certificate,,,157748,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-04-01,Operating profit,SD,,,487632,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-04-01,Operating profit,,,,-112770,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-05-01,Operating profit,Certificate,,,148616,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-05-01,Operating profit,SD,,,348320,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-05-01,Operating profit,,,,-164558,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-06-01,Operating profit,Certificate,,,193576,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-06-01,Operating profit,SD,,,263600,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-06-01,Operating profit,,,,-69866,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-07-01,Operating profit,Certificate,,,226505,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-07-01,Operating profit,SD,,,538427,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-07-01,Operating profit,,,,184531,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-08-01,Operating profit,Certificate,,,163453,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-08-01,Operating profit,SD,,,485590,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-08-01,Operating profit,,,,181575,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-09-01,Operating profit,Certificate,,,202672,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-09-01,Operating profit,SD,,,641000,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-09-01,Operating profit,,,,37985,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-10-01,Operating profit,Certificate,,,220627,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-10-01,Operating profit,SD,,,581810,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-10-01,Operating profit,,,,82722,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-11-01,Operating profit,Certificate,,,183227,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-11-01,Operating profit,SD,,,802520,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-11-01,Operating profit,,,,227091,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-12-01,Operating profit,Certificate,,,609042,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-12-01,Operating profit,SD,,,572900,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2023-12-01,Operating profit,,,,-204254,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-01-01,Operating profit,Certificate,,,276778,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-01-01,Operating profit,SD,,,1067650,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-01-01,Operating profit,,,,562462,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-02-01,Operating profit,Certificate,,,301901,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-02-01,Operating profit,SD,,,737713,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-02-01,Operating profit,,,,772485,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-03-01,Operating profit,Certificate,,,354956,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-03-01,Operating profit,SD,,,885709,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-03-01,Operating profit,,,,75153,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-04-01,Operating profit,Certificate,,,223708,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-04-01,Operating profit,SD,,,626015,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-04-01,Operating profit,,,,52591,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-05-01,Operating profit,Certificate,,,291093,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-05-01,Operating profit,SD,,,794838,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-05-01,Operating profit,,,,-341844,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-06-01,Operating profit,Certificate,,,248665,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-06-01,Operating profit,SD,,,888151,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-06-01,Operating profit,,,,-123864,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-07-01,Operating profit,Certificate,,,287280,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-07-01,Operating profit,SD,,,825672,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-07-01,Operating profit,,,,-565576,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-08-01,Operating profit,Certificate,,,214767,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-08-01,Operating profit,SD,,,1010393,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-08-01,Operating profit,,,,-811611,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-09-01,Operating profit,Certificate,,,233877,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-09-01,Operating profit,SD,,,906007,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-09-01,Operating profit,,,,-703063,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-10-01,Operating profit,Certificate,,,222471,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-10-01,Operating profit,SD,,,873459,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-10-01,Operating profit,,,,-59844,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-11-01,Operating profit,Certificate,,,250649,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-11-01,Operating profit,SD,,,959764,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-11-01,Operating profit,,,,-248816,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-12-01,Operating profit,Certificate,,,579206,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-12-01,Operating profit,SD,,,816957,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2024-12-01,Operating profit,,,,-1032633,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-01-01,Operating profit,Certificate,,,332410,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-01-01,Operating profit,SD,,,1075785,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-01-01,Operating profit,,,,264051,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-02-01,Operating profit,Certificate,,,264594,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-02-01,Operating profit,SD,,,916356,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-02-01,Operating profit,,,,-286181,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-03-01,Operating profit,Certificate,,,314797,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-03-01,Operating profit,SD,,,1103118,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-03-01,Operating profit,,,,-661362,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-04-01,Operating profit,Certificate,,,242748.75,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-04-01,Operating profit,SD,,,767331,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-04-01,Operating profit,,,,-146786.1,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-05-01,Operating profit,Certificate,,,223739.25,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-05-01,Operating profit,SD,,,991015,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-05-01,Operating profit,,,,-23493.63,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-06-01,Operating profit,Certificate,,,180020.25,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-06-01,Operating profit,SD,,,1114204,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-06-01,Operating profit,,,,-819736.45,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-07-01,Operating profit,,,,-125000,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-08-01,Operating profit,,,,5183905,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-09-01,Operating profit,,,,3515125,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-10-01,Operating profit,,,,2267737,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-11-01,Operating profit,,,,1830078,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2025-12-01,Operating profit,,,,1161347,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2026-01-01,Operating profit,,,,1584230,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2026-02-01,Operating profit,,,,2151147,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2026-03-01,Operating profit,,,,2183919,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_moscow,2026-04-01,Operating profit,,,,1580124,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-03-01,Operating profit,,,,-470582,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-04-01,Operating profit,,,,-1385917,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-05-01,Operating profit,Certificate,,,17100,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-05-01,Operating profit,,,,-2641893,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-06-01,Operating profit,Certificate,,,13395,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-06-01,Operating profit,,,,396923,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-07-01,Operating profit,Certificate,,,52269,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-07-01,Operating profit,,,,299950,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-08-01,Operating profit,Certificate,,,57912,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-08-01,Operating profit,,,,305221,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-09-01,Operating profit,Certificate,,,26220,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-09-01,Operating profit,,,,105025,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-10-01,Operating profit,Certificate,,,75810,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-10-01,Operating profit,,,,118608,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-11-01,Operating profit,Certificate,,,75958,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-11-01,Operating profit,,,,314407,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-12-01,Operating profit,Certificate,,,95874,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2024-12-01,Operating profit,,,,234950,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-01-01,Operating profit,Certificate,,,59816,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-01-01,Operating profit,,,,461746,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-02-01,Operating profit,Certificate,,,60591,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-02-01,Operating profit,,,,429107,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-03-01,Operating profit,Certificate,,,82941,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-03-01,Operating profit,SD,,,548750,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-03-01,Operating profit,,,,42309,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-04-01,Operating profit,Certificate,,,62187,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-04-01,Operating profit,SD,,,429967,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-04-01,Operating profit,,,,-564106,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-05-01,Operating profit,Certificate,,,73829.25,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-05-01,Operating profit,SD,,,824296,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-05-01,Operating profit,,,,-472201.97,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-06-01,Operating profit,Certificate,,,43590.75,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-06-01,Operating profit,SD,,,563396,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-06-01,Operating profit,,,,-488910.12,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-07-01,Operating profit,,,,-75000,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-08-01,Operating profit,,,,2142523,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-09-01,Operating profit,,,,1249027,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-10-01,Operating profit,,,,2826059,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-11-01,Operating profit,,,,1695800,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2025-12-01,Operating profit,,,,2039243,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2026-01-01,Operating profit,,,,1135811,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2026-02-01,Operating profit,,,,1368086,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2026-03-01,Operating profit,,,,409531,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2c_spb,2026-04-01,Operating profit,,,,472819,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2021-10-01,Operating profit,,,,50000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2021-12-01,Operating profit,,,,30000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2022-02-01,Operating profit,,,,180000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2022-10-01,Operating profit,,,,100000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-01-01,Operating profit,,,,1117727,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-02-01,Operating profit,,,,250000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-03-01,Operating profit,,,,2220,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-04-01,Operating profit,,,,-2000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-05-01,Operating profit,,,,1190000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-08-01,Operating profit,,,,4000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-09-01,Operating profit,,,,334544,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-10-01,Operating profit,,,,1795,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-11-01,Operating profit,,,,-43851,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2023-12-01,Operating profit,,,,-1570,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-01-01,Operating profit,,,,-15000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-03-01,Operating profit,,,,-20000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-06-01,Operating profit,,,,90000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-09-01,Operating profit,,,,57800,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-10-01,Operating profit,,,,210000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-11-01,Operating profit,,,,373574,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2024-12-01,Operating profit,,,,1994355,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-03-01,Operating profit,,,,200000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-06-01,Operating profit,,,,218000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-08-01,Operating profit,,,,169000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-09-01,Operating profit,,,,15865,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-10-01,Operating profit,,,,175500,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-11-01,Operating profit,,,,12000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2025-12-01,Operating profit,,,,16000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2026-01-01,Operating profit,,,,37000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2026-02-01,Operating profit,,,,2000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2026-03-01,Operating profit,,,,2000,direct_from_rollup_view,derived_leaf_only_formula
inserted,franchise,2026-04-01,Operating profit,,,,20950,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-02-01,Operating profit,,,,-17550,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-03-01,Operating profit,,,,-13950,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-04-01,Operating profit,,,,-2550,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-05-01,Operating profit,,,,-16927,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-06-01,Operating profit,,,,-9700,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-08-01,Operating profit,,,,-3100,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-09-01,Operating profit,,,,-7750,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-10-01,Operating profit,,,,-14300,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-11-01,Operating profit,,,,-10000,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2021-12-01,Operating profit,,,,-11350,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-01-01,Operating profit,,,,-20900,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-03-01,Operating profit,,,,-30617,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-04-01,Operating profit,,,,-4505,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-05-01,Operating profit,,,,-6400,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-06-01,Operating profit,,,,-4071,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-07-01,Operating profit,,,,-3931,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-08-01,Operating profit,,,,-2266,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-09-01,Operating profit,,,,-2678,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-10-01,Operating profit,,,,-13806,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-11-01,Operating profit,,,,-17482,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2022-12-01,Operating profit,,,,-3032,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-01-01,Operating profit,,,,-23641,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-02-01,Operating profit,,,,-2672,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-03-01,Operating profit,,,,-1671,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-04-01,Operating profit,,,,-13607,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-06-01,Operating profit,,,,-30233,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-07-01,Operating profit,,,,-8351,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-08-01,Operating profit,,,,-16258,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-11-01,Operating profit,,,,-24343,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2023-12-01,Operating profit,,,,-17147,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2024-03-01,Operating profit,,,,-76893,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2024-05-01,Operating profit,,,,-35206,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2024-07-01,Operating profit,,,,-76664,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2024-09-01,Operating profit,,,,-66589,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2024-11-01,Operating profit,,,,-91758,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-01-01,Operating profit,,,,-212964,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-02-01,Operating profit,,,,-54810,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-03-01,Operating profit,,,,-96683,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-07-01,Operating profit,,,,-810000,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-08-01,Operating profit,,,,-466102,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-09-01,Operating profit,,,,-887820,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-10-01,Operating profit,,,,-923810,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-11-01,Operating profit,,,,-929908,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2025-12-01,Operating profit,,,,-918245,direct_from_rollup_view,derived_leaf_only_formula
inserted,general,2026-01-01,Operating profit,,,,-76829,direct_from_rollup_view,derived_leaf_only_formula
inserted,b2b,2023-04-01,Other expenses,,,,495075,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2023-09-01,Other expenses,,,,58500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2023-10-01,Other expenses,,,,122000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2024-03-01,Other expenses,,,,89500,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2024-05-01,Other expenses,,,,48000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2024-11-01,Other expenses,,,,413000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2024-12-01,Other expenses,,,,980000,direct_from_rollup_view,derived_leaf_only_rollup
inserted,b2b,2025-01-01,Other expenses,,,,63000,direct_from_rollup_view,derived_leaf_only_rollup
