status,business_unit,period_start,canonical_metric,value_numeric,reason,source_metrics
inserted,b2c_moscow,2023-05-01,Fixed costs,422533,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-06-01,Fixed costs,465058,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-07-01,Fixed costs,412412,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-08-01,Fixed costs,533355,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-09-01,Fixed costs,460640,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-10-01,Fixed costs,537507,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-11-01,Fixed costs,544458,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2023-12-01,Fixed costs,596266,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-01-01,Fixed costs,594005,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-02-01,Fixed costs,624075,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-03-01,Fixed costs,655447,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-04-01,Fixed costs,624910,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-05-01,Fixed costs,759652,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-06-01,Fixed costs,729936,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-07-01,Fixed costs,747913,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-08-01,Fixed costs,1022462,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-09-01,Fixed costs,766973,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-10-01,Fixed costs,825243,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-11-01,Fixed costs,949460,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2024-12-01,Fixed costs,1032382,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-01-01,Fixed costs,886778,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-02-01,Fixed costs,995045,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
inserted,b2c_moscow,2025-03-01,Fixed costs,1283577,backfilled_from_descendants,Costs - Salary fixed; Other expenses; Services and setup costs; Venue and office costs
skipped,b2c_moscow,2025-04-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_moscow,2025-05-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_moscow,2025-06-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2020-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2020-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2021-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2022-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-05-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-06-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-07-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-08-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-09-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-10-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-11-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2023-12-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-01-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-02-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-03-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-04-01,Fixed costs,,no_descendant_values,
skipped,b2c_spb,2024-05-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-06-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-07-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-08-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-09-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-10-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-11-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2024-12-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2025-01-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2025-02-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2025-03-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2025-04-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2025-05-01,Fixed costs,,observed_rollup_exists,
skipped,b2c_spb,2025-06-01,Fixed costs,,observed_rollup_exists,
skipped,franchise,2020-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2020-12-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2021-12-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-08-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2022-12-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-03-01,Fixed costs,,no_descendant_values,
inserted,franchise,2023-04-01,Fixed costs,12000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2023-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-07-01,Fixed costs,,no_descendant_values,
inserted,franchise,2023-08-01,Fixed costs,6000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2023-09-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-10-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-11-01,Fixed costs,,no_descendant_values,
skipped,franchise,2023-12-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-01-01,Fixed costs,15000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2024-02-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-03-01,Fixed costs,20000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2024-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-05-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-06-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-07-01,Fixed costs,,no_descendant_values,
skipped,franchise,2024-08-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-09-01,Fixed costs,24000,backfilled_from_descendants,Costs - Salary fixed
skipped,franchise,2024-10-01,Fixed costs,,no_descendant_values,
inserted,franchise,2024-11-01,Fixed costs,12000,backfilled_from_descendants,Costs - Salary fixed
inserted,franchise,2024-12-01,Fixed costs,176750,backfilled_from_descendants,Costs - Salary fixed; Other expenses
skipped,franchise,2025-01-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-02-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-03-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-04-01,Fixed costs,,no_descendant_values,
skipped,franchise,2025-05-01,Fixed costs,,no_descendant_values,
inserted,franchise,2025-06-01,Fixed costs,6000,backfilled_from_descendants,Costs - Salary fixed
skipped,general,2020-01-01,Fixed costs,,no_descendant_values,
skipped,general,2020-02-01,Fixed costs,,no_descendant_values,
skipped,general,2020-03-01,Fixed costs,,no_descendant_values,
skipped,general,2020-04-01,Fixed costs,,no_descendant_values,
skipped,general,2020-05-01,Fixed costs,,no_descendant_values,
skipped,general,2020-06-01,Fixed costs,,no_descendant_values,
skipped,general,2020-07-01,Fixed costs,,no_descendant_values,
skipped,general,2020-08-01,Fixed costs,,no_descendant_values,
skipped,general,2020-09-01,Fixed costs,,no_descendant_values,
skipped,general,2020-10-01,Fixed costs,,no_descendant_values,
skipped,general,2020-11-01,Fixed costs,,no_descendant_values,
skipped,general,2020-12-01,Fixed costs,,no_descendant_values,
skipped,general,2021-01-01,Fixed costs,,no_descendant_values,
skipped,general,2021-02-01,Fixed costs,,no_descendant_values,
skipped,general,2021-03-01,Fixed costs,,no_descendant_values,
skipped,general,2021-04-01,Fixed costs,,no_descendant_values,
skipped,general,2021-05-01,Fixed costs,,no_descendant_values,
skipped,general,2021-06-01,Fixed costs,,no_descendant_values,
skipped,general,2021-07-01,Fixed costs,,no_descendant_values,
skipped,general,2021-08-01,Fixed costs,,no_descendant_values,
skipped,general,2021-09-01,Fixed costs,,no_descendant_values,
skipped,general,2021-10-01,Fixed costs,,no_descendant_values,
skipped,general,2021-11-01,Fixed costs,,no_descendant_values,
skipped,general,2021-12-01,Fixed costs,,no_descendant_values,
skipped,general,2022-01-01,Fixed costs,,no_descendant_values,
skipped,general,2022-02-01,Fixed costs,,no_descendant_values,
skipped,general,2022-03-01,Fixed costs,,no_descendant_values,
skipped,general,2022-04-01,Fixed costs,,no_descendant_values,
skipped,general,2022-05-01,Fixed costs,,no_descendant_values,
skipped,general,2022-06-01,Fixed costs,,no_descendant_values,
skipped,general,2022-07-01,Fixed costs,,no_descendant_values,
skipped,general,2022-08-01,Fixed costs,,no_descendant_values,
skipped,general,2022-09-01,Fixed costs,,no_descendant_values,
skipped,general,2022-10-01,Fixed costs,,no_descendant_values,
skipped,general,2022-11-01,Fixed costs,,no_descendant_values,
skipped,general,2022-12-01,Fixed costs,,no_descendant_values,
skipped,general,2023-01-01,Fixed costs,,no_descendant_values,
skipped,general,2023-02-01,Fixed costs,,no_descendant_values,
skipped,general,2023-03-01,Fixed costs,,no_descendant_values,
skipped,general,2023-04-01,Fixed costs,,no_descendant_values,
skipped,general,2023-05-01,Fixed costs,,no_descendant_values,
skipped,general,2023-06-01,Fixed costs,,no_descendant_values,
skipped,general,2023-07-01,Fixed costs,,no_descendant_values,
skipped,general,2023-08-01,Fixed costs,,no_descendant_values,
skipped,general,2023-09-01,Fixed costs,,no_descendant_values,
skipped,general,2023-10-01,Fixed costs,,no_descendant_values,
skipped,general,2023-11-01,Fixed costs,,no_descendant_values,
skipped,general,2023-12-01,Fixed costs,,no_descendant_values,
skipped,general,2024-01-01,Fixed costs,,no_descendant_values,
skipped,general,2024-02-01,Fixed costs,,no_descendant_values,
skipped,general,2024-03-01,Fixed costs,,no_descendant_values,
skipped,general,2024-04-01,Fixed costs,,no_descendant_values,
skipped,general,2024-05-01,Fixed costs,,no_descendant_values,
skipped,general,2024-06-01,Fixed costs,,no_descendant_values,
skipped,general,2024-07-01,Fixed costs,,no_descendant_values,
skipped,general,2024-08-01,Fixed costs,,no_descendant_values,
skipped,general,2024-09-01,Fixed costs,,no_descendant_values,
skipped,general,2024-10-01,Fixed costs,,no_descendant_values,
skipped,general,2024-11-01,Fixed costs,,no_descendant_values,
skipped,general,2024-12-01,Fixed costs,,no_descendant_values,
skipped,general,2025-01-01,Fixed costs,,no_descendant_values,
skipped,general,2025-02-01,Fixed costs,,no_descendant_values,
skipped,general,2025-03-01,Fixed costs,,no_descendant_values,
skipped,general,2025-04-01,Fixed costs,,no_descendant_values,
skipped,general,2025-05-01,Fixed costs,,no_descendant_values,
skipped,general,2025-06-01,Fixed costs,,no_descendant_values,
