run_id,month_start,month_end,step_key,label,source_system,status,exit_code,source_run_id,report_path,notes
monthly_fact_ingestion_2026-01-01_0e29e127,2026-01-01,2026-03-01,planfact_monthly_pnl,PlanFact monthly P&L,planfact,success,0,planfact_monthly_pnl_v1,/Users/Peter/Documents/Morpheus Metrics/artifacts/run_reports/planfact_monthly_pnl_report_to_fact_import_report.csv,Observed monthly PlanFact P&L import from the current Excel workbook contour.
monthly_fact_ingestion_2026-01-01_0e29e127,2026-01-01,2026-03-01,monthly_pnl_calculated_rollups,Monthly P&L calculated rollups,monthly_pnl_calculated_rollup,success,0,monthly_pnl_calculated_rollup_v1,/Users/Peter/Documents/Morpheus Metrics/artifacts/run_reports/monthly_pnl_calculated_rollups_to_fact_import_report.csv,Materialize calculated monthly P&L rollups and formula nodes back into fact.
