run_id,week_start,step_key,label,source_system,status,exit_code,source_run_id,report_path,notes
weekly_fact_ingestion_2026-04-20_4567a1da,2026-04-20,yandex_metrica_tracked_purchase_visits_weekly,Yandex Metrica tracked purchase visits weekly,yandex_metrica,success,0,yandex_metrica_tracked_purchase_visits_weekly_v1,/Users/Peter/Documents/Morpheus Metrics/generated/yandex_metrica_tracked_purchase_visits_weekly_to_fact_import_report.csv,Purchase-converted visits by channel and performance revenue from Yandex Metrica goals
weekly_fact_ingestion_2026-04-20_4567a1da,2026-04-20,yandex_direct_weekly,Yandex Direct weekly,yandex_direct,success,0,yandex_direct_weekly_v1,/Users/Peter/Documents/Morpheus Metrics/generated/yandex_direct_weekly_to_fact_import_report.csv,Primary weekly marketing costs from Yandex Direct; revenue is sourced from Yandex Metrica
